name,personal_name,last_modified.value,key,id,revision,bio.value,links.url,links.type.key,links.title,created.value,photos,latest_revision,birth_date,remote_ids.viaf,remote_ids.wikidata,remote_ids.isni,death_date,alternate_names,wikipedia,title,location,entity_type,role,fuller_name,bio
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7425151.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,asimov isaac,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
"Morgan, Dan.","Morgan, Dan.",2008-04-01 03:28:50.625462,OL1240796A,4114886.0,1,,,,,,,,,,,,,,,,,,,,
Robert Stollber,,2008-04-30 09:38:13.731961,OL3384084A,13565860.0,1,,,,,,,,,,,,,,,,,,,,
Faith Fitch Hill,Faith Fitch Hill,2008-08-19 21:39:50.875307,OL2068281A,7488286.0,2,,,,,,,,,,,,,,,,,,,,
Richard T. Weidner,Richard T. Weidner,2008-09-12 21:26:30.542215,OL1236117A,4092267.0,2,,,,,,,,,,,,,,,,,,,,
Frederick Noad,,2008-04-29 13:35:46.87638,OL2626369A,9908662.0,1,,,,,,,,,,,,,,,,,,,,
Archipelago,,2008-04-30 09:38:13.731961,OL3350762A,13310577.0,1,,,,,,,,,,,,,,,,,,,,
"Chapman, Richard.","Chapman, Richard.",2008-04-01 03:28:50.625462,OL841474A,2587456.0,1,,,,,,,,,,,,,,,,,,,,
Michael Morenga,,2008-04-29 15:03:11.581851,OL2881652A,11061113.0,1,,,,,,,,,,,,,,,,,,,,
James S. Walker,,2008-04-29 13:35:46.87638,OL2652003A,9997875.0,1,,,,,,,,,,,,,,,,,,,,
August Wilson,August Wilson,2008-08-31 10:57:47.919771,OL456763A,1270130.0,2,,,,,,,,,,,,,,,,,,,,
Russ Shipton,,2008-04-29 15:03:11.581851,OL2779256A,10583961.0,1,,,,,,,,,,,,,,,,,,,,
Joseph Eddy Fontenrose,Joseph Eddy Fontenrose,2020-09-30T13:22:29.184070,OL118843A,,5,,,,,2008-04-01T03:28:50.625462,,5.0,1903,109776407,Q961830,0000000121474908,1988,Joseph Fontenrose,,,,,,,
Jay Bolemon,Jay Bolemon,2008-08-30 20:02:13.453591,OL587319A,1698721.0,2,,,,,,,,,,,,,,,,,,,,
Walter Bagehot,"Bagehot, Walter",2020-09-30T12:30:09.826384,OL135574A,,6,,,,,2008-04-01T03:28:50.625462,,6.0,1826,7411829,Q369022,0000000121193276,1877,"Bagehot, Walter",,,,,,,
Walter Bagehot,"Bagehot, Walter",2020-09-30T12:30:09.826384,OL135574A,,6,,,,,2008-04-01T03:28:50.625462,,6.0,1826,7411829,Q369022,0000000121193276,1877,W. Bagehot,,,,,,,
Walter Bagehot,"Bagehot, Walter",2020-09-30T12:30:09.826384,OL135574A,,6,,,,,2008-04-01T03:28:50.625462,,6.0,1826,7411829,Q369022,0000000121193276,1877,Bagehot,,,,,,,
"Evans, Tom","Evans, Tom",2008-04-01 03:28:50.625462,OL1301710A,4344060.0,1,,,,,,,,1949,,,,,,,,,,,,
George Carney,,2008-04-30 09:38:13.731961,OL3542573A,14649134.0,1,,,,,,,,,,,,,,,,,,,,
Robert Hewison,Robert Hewison,2008-09-01 00:51:25.312027,OL514771A,1449860.0,2,,,,,,,,1943,,,,,,,,,,,,
Terry Burrows,Terry Burrows,2008-09-03 21:33:21.159418,OL1507136A,5157040.0,2,,,,,,,,,,,,,,,,,,,,
David  Halliday,,2008-04-29 13:35:46.87638,OL2737985A,10364164.0,1,,,,,,,,,,,,,,,,,,,,
Robert  Resnick,,2008-04-29 13:35:46.87638,OL2737986A,10363824.0,1,,,,,,,,,,,,,,,,,,,,
Jearl  Walker,,2008-04-29 13:35:46.87638,OL2737987A,10363961.0,1,,,,,,,,,,,,,,,,,,,,
Robert J. Silbey,Robert J. Silbey,2008-09-07 15:51:11.537739,OL1393178A,4698846.0,2,,,,,,,,,,,,,,,,,,,,
Tom Evans,,2008-04-29 13:35:46.87638,OL2724564A,10299435.0,1,,,,,,,,,,,,,,,,,,,,
Robert A. Alberty,Robert A. Alberty,2018-06-10T16:01:59.621280,OL528086A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1921,,,,,,,,,,,,
Willow Clark,Willow Clark,2009-06-11T17:12:22.488283,OL6643534A,34229425.0,1,,,,,2009-06-11T17:12:22.488283,,1.0,,,,,,,,,,,,,
Meredith Rusu,Meredith Rusu,2019-05-23T22:55:53.529435,OL7524316A,,1,,,,,2019-05-23T22:55:53.529435,,1.0,,,,,,,,,,,,,
Jerry S. Faughn,Jerry S. Faughn,2008-08-30 21:59:03.475975,OL592498A,1717442.0,2,,,,,,,,,,,,,,,,,,,,
Jake Jackson,Jake Jackson,2008-09-23 00:41:03.578882,OL4967946A,23174576.0,1,,,,,,,,,,,,,,,,,,,,
Tony Bacon,Tony Bacon,2008-08-28 13:28:58.087153,OL593667A,1721538.0,2,,,,,,,,1954,,,,,,,,,,,,
James S. Monroe,James S. Monroe,2008-09-02 15:22:07.015882,OL395292A,1079558.0,2,,,,,,,,1938,,,,,,,,,,,,
Reed Wicander,"Wicander, Reed",2019-06-12T19:22:06.317720,OL28805A,,2,,,,,2008-04-01T03:28:50.625462,,2.0,1946,,,,,,,,,,,,
Ryan Williams,,2008-04-29 13:35:46.87638,OL2730346A,10338851.0,1,,,,,,,,,,,,,,,,,,,,
Larry D. Kirkpatrick,Larry D. Kirkpatrick,2008-09-02 19:23:20.912656,OL405969A,1112398.0,2,,,,,,,,1941,,,,,,,,,,,,
Jerold Touger,,2008-04-29 13:35:46.87638,OL2738992A,10367946.0,1,,,,,,,,,,,,,,,,,,,,
Mark Lutz,Mark Lutz,2008-09-02 20:38:38.122869,OL411267A,1127774.0,2,,,,,,,,,,,,,,,,,,,,
Barbara Ciletti,,2008-04-30 08:14:56.482104,OL3086320A,11863032.0,1,,,,,,,,,,,,,,,,,,,,
George P. Carney,,2008-04-30 09:38:13.731961,OL3543116A,14652221.0,1,,,,,,,,,,,,,,,,,,,,
Sunil Kapil,,2019-10-04T00:43:13.551253,OL7633830A,,1,,,,,2019-10-04T00:43:13.551253,,1.0,,,,,,,,,,,,,
Joseph W. Kane,Joseph W. Kane,2008-08-20 01:38:51.621371,OL1076291A,3475788.0,2,,,,,,,,1938,,,,,,,,,,,,
Kenneth S. Krane,Kenneth S. Krane,2008-08-28 23:30:02.431963,OL657906A,1932838.0,2,,,,,,,,,,,,,,,,,,,,
Al Vessa,,2008-04-29 15:03:11.581851,OL2881611A,11060787.0,1,,,,,,,,,,,,,,,,,,,,
"Walker, James S.","Walker, James S.",2008-04-01 03:28:50.625462,OL1432245A,4848730.0,1,,,,,,,,1950,,,,,,,,,,,,
Jon Coote,,2008-04-30 20:50:18.033121,OL3854861A,16126284.0,1,,,,,,,,,,,,,,,,,,,,
Graham Chapman,Graham Chapman,2020-09-27T08:00:32.740805,OL1820519A,,5,,,,,2008-04-01T03:28:50.625462,,5.0,1941,12494858,Q24962,0000000120991743,1989,GRAHAM CHAPMAN,,,,,,,
Michael Palin,Michael Palin,2020-09-30T12:08:32.631251,OL4452479A,,4,,,,,2008-09-02T04:44:38.091699,,4.0,1943,44394038,Q223985,0000000108932011,,"Palin, Michael.",,,,,,,
John Cleese,John Cleese,2010-09-11T06:09:48.127262,OL912170A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1939,,,,,JOHN CLEESE,,,,,,,
Terry Gilliam,Terry Gilliam,2020-09-27T08:00:33.602790,OL1001573A,,5,"American-born British screenwriter, film director, animator, actor and member of the Monty Python comedy troupe",,,,2008-04-01T03:28:50.625462,,5.0,22 Nov 1940,113977764,Q25078,0000000121039228,,,,,,,,,
Eric Idle,Eric Idle,2020-09-30T12:05:19.108688,OL22555A,,5,,,,,2008-04-01T03:28:50.625462,,5.0,1943,64205965,Q210741,0000000121367272,,,,,,,,,
Terry Jones,"Jones, Terry",2020-09-30T12:00:30.353714,OL2658516A,,4,,,,,2008-04-29T13:35:46.876380,6278552.0,4.0,1942,111608130,Q166159,0000000109358410,,,http://en.wikipedia.org/wiki/Terry_Jones,,,,,,
Terry Jones,"Jones, Terry",2020-09-30T12:00:30.353714,OL2658516A,,4,,,,,2008-04-29T13:35:46.876380,6278542.0,4.0,1942,111608130,Q166159,0000000109358410,,,http://en.wikipedia.org/wiki/Terry_Jones,,,,,,
Bob McCabe,Bob McCabe,2008-09-07 10:58:29.877838,OL245433A,641361.0,2,,,,,,,,,,,,,,,,,,,,
Sherie Bargar,Sherie Bargar,2008-08-27 06:33:55.147686,OL711667A,2112371.0,2,,,,,,,,1944,,,,,,,,,,,,
Rajesh A Narayanan,,2019-11-09T08:20:29.695972,OL7745520A,,1,,,,,2019-11-09T08:20:29.695972,,1.0,,,,,,,,,,,,,
W.Edward Gettys,,2008-04-29 13:35:46.87638,OL2634154A,9941562.0,1,,,,,,,,,,,,,,,,,,,,
et al,,2013-03-08T19:02:55.797190,OL2621744A,,2,,,,,2008-04-29T13:35:46.876380,,2.0,,,,,,Et Al,,,,,,,
Paul W. Zitzewitz,,2008-04-29 13:35:46.87638,OL2625832A,9905490.0,1,,,,,,,,,,,,,,,,,,,,
George Gamow,George Gamow,2020-09-27T08:05:47.899125,OL115823A,,6,,,,,2008-04-01T03:28:50.625462,,6.0,1904,76443377,Q59478,0000000121402998,1968,"Gamow, George, 1904-",,,,,,,
George Gamow,George Gamow,2020-09-27T08:05:47.899125,OL115823A,,6,,,,,2008-04-01T03:28:50.625462,,6.0,1904,76443377,Q59478,0000000121402998,1968,George GAMOW,,,,,,,
Linda Barnes,Linda Barnes,2017-12-26T14:28:45.584663,OL233308A,,4,,,,,2008-04-01T03:28:50.625462,8113313.0,4.0,6 December 1949,,,,,,,,,,,,
Sridevi Pudipeddi,,2016-10-14T21:27:13.239212,OL7348056A,,1,,,,,2016-10-14T21:27:13.239212,,1.0,,,,,,,,,,,,,
Ravi Chityala,,2019-10-06T14:35:13.086755,OL7644467A,,1,,,,,2019-10-06T14:35:13.086755,,1.0,,,,,,,,,,,,,
Solomon Gartenhaus,Solomon Gartenhaus,2008-08-26 06:06:06.805951,OL1859904A,6585008.0,2,,,,,,,,1929,,,,,,,,,,,,
Dale Fradd,Dale Fradd,2008-09-12 14:00:47.121853,OL48302A,120535.0,2,,,,,,,,,,,,,,,,,,,,
Fernando Sor,Fernando Sor,2020-09-30T12:09:56.024225,OL1761708A,,5,,,,,2008-04-01T03:28:50.625462,,5.0,1778,197693,Q254110,0000000108617409,1839,,,,,,,,
Robert J. Dalley,Robert J. Dalley,2008-08-22 01:16:01.136766,OL958893A,3029772.0,2,,,,,,,,,,,,,,,,,,,,
Thomas A. Moore,Thomas A. Moore,2008-09-06 21:08:15.113875,OL194922A,498058.0,2,,,,,,,,,,,,,,,,,,,,
Tim Brookes,Tim Brookes,2008-08-29 15:13:28.001779,OL537569A,1529793.0,2,,,,,,,,1953,,,,,,,,,,,,
Paul E. Tippens,Paul E. Tippens,2008-09-12 01:51:09.163038,OL32349A,81705.0,2,,,,,,,,,,,,,,,,,,,,
Harvey Vinson,Harvey Vinson,2008-08-19 19:37:53.67859,OL2143359A,7837665.0,2,,,,,,,,,,,,,,,,,,,,
P. W. Atkins,P. W. Atkins,2008-09-07 05:40:44.34826,OL228384A,593360.0,2,,,,,,,,1940,,,,,,,,,,,,
Dave Hunter,,2008-04-29 15:03:11.581851,OL2872073A,11014699.0,1,,,,,,,,,,,,,,,,,,,,
Irving Sloane,Irving Sloane,2008-08-27 21:17:46.744159,OL747749A,2241895.0,2,,,,,,,,,,,,,,,,,,,,
Lucia Raatma,Lucia Raatma,2008-09-11 18:14:30.48155,OL26377A,67022.0,2,,,,,,,,,,,,,,,,,,,,
Frederik Pohl,Frederik Pohl,2020-09-30T12:15:29.401523,OL23364A,,18,"Frederik Pohl, Jr. was born in Brooklyn, New York.  His father held a number of jobs, and his family moved many times in his childhood before settling in Brooklyn when he was about seven.  He attended Brooklyn Tech high school, but dropped out and took a job to help support his family.  As a teen, he founded the New York science fiction writer's group The Futurians.  His first publication, a poem, appeared in Amazing Stories in 1937, when he was 18 years old.  In 1936, he joined the Young Communist League and became President of the Brooklyn branch, but he left it in 1939 after Stalin-Hitler pact.  In 1939, at the age of 21, he was editor of both Super Science Stories and Astonishing Stories, and regularly published his own stories in both of them.  He married his first wife in 1940.  In 1943 both the magazines he was editing folded, and he worked as a literary agent.  During World War II, he served with the Army Air Corps from 1945-1945.  He divorced his first wife during this period and married his second wife in 1945.  In 1948 he married his third wife, Judith Merril, who he divorced in 1953, the same year he married his fourth wife, Carol Metcal Ulf.

In the early 1950s his literary agency business failed and he returned to editing as an assistant editor at Galaxy Science Fiction and later also if Magazine.  In 1966, 1967, and 1968 his magazines won Hugo Awards for Best Professional Magazines.  In the 1970s he acquired and edited novels for the ""Frederik Pohl Selections"" series of Bantam Books.  He also began to emerge as a novel writer, and went on to win Nebula awards for fiction in 1976 and 1977 and the Hugo Award for Best Novel in 1978.  He married his current wife, science fiction editor and academic Elizabeth Anne Hull, PhD, in 1984.  He continues to write from his home in Palatine, Illinois.

From Wikipedia:
Frederik George Pohl Jr. was an American science-fiction writer, editor, and fan, with a career spanning more than 75 years—from his first published work, the 1937 poem ""Elegy to a Dead Satellite: Luna"", to the 2011 novel All the Lives He Led and articles and essays published in 2012.

From about 1959 until 1969, Pohl edited Galaxy and its sister magazine If; the latter won three successive annual Hugo Awards as the year's best professional magazine. His 1977 novel Gateway won four ""year's best novel"" awards: the Hugo voted by convention participants, the Locus voted by magazine subscribers, the Nebula voted by American science-fiction writers, and the juried academic John W. Campbell Memorial Award. He won the Campbell Memorial Award again for the 1984 collection of novellas Years of the City, one of two repeat winners during the first 40 years. For his 1979 novel Jem, Pohl won a U.S. National Book Award in the one-year category Science Fiction. It was a finalist for three other year's best novel awards. He won four Hugo and three Nebula Awards.

The Science Fiction Writers of America named Pohl its 12th recipient of the Damon Knight Memorial Grand Master Award in 1993 and he was inducted by the Science Fiction and Fantasy Hall of Fame in 1998, its third class of two dead and two living writers.

Pohl won the Hugo Award for Best Fan Writer in 2010, for his blog, ""The Way the Future Blogs"".",http://www.frederikpohl.com/,/type/link,frederikpohl.com,2008-04-01T03:28:50.625462,5540944.0,18.0,26 November 1919,110843895,Q312641,0000000109350742,2 September 2013,"Elton V. Andrews, Henry De Costa, Paul Flehr, S.D. Gottesman, Warren F. Howard, Walt Lasly, Paul Dennis Lavond, James MacCreigh, Scott Mariner, Ernest Mason, Ernst Mason, Edson McCann, Jordan Park, Charles Satterfield, Dirk Wylie, Allen Zweig",http://en.wikipedia.org/wiki/Frederik_Pohl,,"Palatine, Illinois",,,"Frederik Pohl, Jr.",
Frederik Pohl,Frederik Pohl,2020-09-30T12:15:29.401523,OL23364A,,18,"Frederik Pohl, Jr. was born in Brooklyn, New York.  His father held a number of jobs, and his family moved many times in his childhood before settling in Brooklyn when he was about seven.  He attended Brooklyn Tech high school, but dropped out and took a job to help support his family.  As a teen, he founded the New York science fiction writer's group The Futurians.  His first publication, a poem, appeared in Amazing Stories in 1937, when he was 18 years old.  In 1936, he joined the Young Communist League and became President of the Brooklyn branch, but he left it in 1939 after Stalin-Hitler pact.  In 1939, at the age of 21, he was editor of both Super Science Stories and Astonishing Stories, and regularly published his own stories in both of them.  He married his first wife in 1940.  In 1943 both the magazines he was editing folded, and he worked as a literary agent.  During World War II, he served with the Army Air Corps from 1945-1945.  He divorced his first wife during this period and married his second wife in 1945.  In 1948 he married his third wife, Judith Merril, who he divorced in 1953, the same year he married his fourth wife, Carol Metcal Ulf.

In the early 1950s his literary agency business failed and he returned to editing as an assistant editor at Galaxy Science Fiction and later also if Magazine.  In 1966, 1967, and 1968 his magazines won Hugo Awards for Best Professional Magazines.  In the 1970s he acquired and edited novels for the ""Frederik Pohl Selections"" series of Bantam Books.  He also began to emerge as a novel writer, and went on to win Nebula awards for fiction in 1976 and 1977 and the Hugo Award for Best Novel in 1978.  He married his current wife, science fiction editor and academic Elizabeth Anne Hull, PhD, in 1984.  He continues to write from his home in Palatine, Illinois.

From Wikipedia:
Frederik George Pohl Jr. was an American science-fiction writer, editor, and fan, with a career spanning more than 75 years—from his first published work, the 1937 poem ""Elegy to a Dead Satellite: Luna"", to the 2011 novel All the Lives He Led and articles and essays published in 2012.

From about 1959 until 1969, Pohl edited Galaxy and its sister magazine If; the latter won three successive annual Hugo Awards as the year's best professional magazine. His 1977 novel Gateway won four ""year's best novel"" awards: the Hugo voted by convention participants, the Locus voted by magazine subscribers, the Nebula voted by American science-fiction writers, and the juried academic John W. Campbell Memorial Award. He won the Campbell Memorial Award again for the 1984 collection of novellas Years of the City, one of two repeat winners during the first 40 years. For his 1979 novel Jem, Pohl won a U.S. National Book Award in the one-year category Science Fiction. It was a finalist for three other year's best novel awards. He won four Hugo and three Nebula Awards.

The Science Fiction Writers of America named Pohl its 12th recipient of the Damon Knight Memorial Grand Master Award in 1993 and he was inducted by the Science Fiction and Fantasy Hall of Fame in 1998, its third class of two dead and two living writers.

Pohl won the Hugo Award for Best Fan Writer in 2010, for his blog, ""The Way the Future Blogs"".",http://www.frederikpohl.com/,/type/link,frederikpohl.com,2008-04-01T03:28:50.625462,5540944.0,18.0,26 November 1919,110843895,Q312641,0000000109350742,2 September 2013,Pohl Frederik,http://en.wikipedia.org/wiki/Frederik_Pohl,,"Palatine, Illinois",,,"Frederik Pohl, Jr.",
Frederik Pohl,Frederik Pohl,2020-09-30T12:15:29.401523,OL23364A,,18,"Frederik Pohl, Jr. was born in Brooklyn, New York.  His father held a number of jobs, and his family moved many times in his childhood before settling in Brooklyn when he was about seven.  He attended Brooklyn Tech high school, but dropped out and took a job to help support his family.  As a teen, he founded the New York science fiction writer's group The Futurians.  His first publication, a poem, appeared in Amazing Stories in 1937, when he was 18 years old.  In 1936, he joined the Young Communist League and became President of the Brooklyn branch, but he left it in 1939 after Stalin-Hitler pact.  In 1939, at the age of 21, he was editor of both Super Science Stories and Astonishing Stories, and regularly published his own stories in both of them.  He married his first wife in 1940.  In 1943 both the magazines he was editing folded, and he worked as a literary agent.  During World War II, he served with the Army Air Corps from 1945-1945.  He divorced his first wife during this period and married his second wife in 1945.  In 1948 he married his third wife, Judith Merril, who he divorced in 1953, the same year he married his fourth wife, Carol Metcal Ulf.

In the early 1950s his literary agency business failed and he returned to editing as an assistant editor at Galaxy Science Fiction and later also if Magazine.  In 1966, 1967, and 1968 his magazines won Hugo Awards for Best Professional Magazines.  In the 1970s he acquired and edited novels for the ""Frederik Pohl Selections"" series of Bantam Books.  He also began to emerge as a novel writer, and went on to win Nebula awards for fiction in 1976 and 1977 and the Hugo Award for Best Novel in 1978.  He married his current wife, science fiction editor and academic Elizabeth Anne Hull, PhD, in 1984.  He continues to write from his home in Palatine, Illinois.

From Wikipedia:
Frederik George Pohl Jr. was an American science-fiction writer, editor, and fan, with a career spanning more than 75 years—from his first published work, the 1937 poem ""Elegy to a Dead Satellite: Luna"", to the 2011 novel All the Lives He Led and articles and essays published in 2012.

From about 1959 until 1969, Pohl edited Galaxy and its sister magazine If; the latter won three successive annual Hugo Awards as the year's best professional magazine. His 1977 novel Gateway won four ""year's best novel"" awards: the Hugo voted by convention participants, the Locus voted by magazine subscribers, the Nebula voted by American science-fiction writers, and the juried academic John W. Campbell Memorial Award. He won the Campbell Memorial Award again for the 1984 collection of novellas Years of the City, one of two repeat winners during the first 40 years. For his 1979 novel Jem, Pohl won a U.S. National Book Award in the one-year category Science Fiction. It was a finalist for three other year's best novel awards. He won four Hugo and three Nebula Awards.

The Science Fiction Writers of America named Pohl its 12th recipient of the Damon Knight Memorial Grand Master Award in 1993 and he was inducted by the Science Fiction and Fantasy Hall of Fame in 1998, its third class of two dead and two living writers.

Pohl won the Hugo Award for Best Fan Writer in 2010, for his blog, ""The Way the Future Blogs"".",http://www.frederikpohl.com/,/type/link,frederikpohl.com,2008-04-01T03:28:50.625462,5540944.0,18.0,26 November 1919,110843895,Q312641,0000000109350742,2 September 2013,Frederik Pohl (Editor),http://en.wikipedia.org/wiki/Frederik_Pohl,,"Palatine, Illinois",,,"Frederik Pohl, Jr.",
Frederik Pohl,Frederik Pohl,2020-09-30T12:15:29.401523,OL23364A,,18,"Frederik Pohl, Jr. was born in Brooklyn, New York.  His father held a number of jobs, and his family moved many times in his childhood before settling in Brooklyn when he was about seven.  He attended Brooklyn Tech high school, but dropped out and took a job to help support his family.  As a teen, he founded the New York science fiction writer's group The Futurians.  His first publication, a poem, appeared in Amazing Stories in 1937, when he was 18 years old.  In 1936, he joined the Young Communist League and became President of the Brooklyn branch, but he left it in 1939 after Stalin-Hitler pact.  In 1939, at the age of 21, he was editor of both Super Science Stories and Astonishing Stories, and regularly published his own stories in both of them.  He married his first wife in 1940.  In 1943 both the magazines he was editing folded, and he worked as a literary agent.  During World War II, he served with the Army Air Corps from 1945-1945.  He divorced his first wife during this period and married his second wife in 1945.  In 1948 he married his third wife, Judith Merril, who he divorced in 1953, the same year he married his fourth wife, Carol Metcal Ulf.

In the early 1950s his literary agency business failed and he returned to editing as an assistant editor at Galaxy Science Fiction and later also if Magazine.  In 1966, 1967, and 1968 his magazines won Hugo Awards for Best Professional Magazines.  In the 1970s he acquired and edited novels for the ""Frederik Pohl Selections"" series of Bantam Books.  He also began to emerge as a novel writer, and went on to win Nebula awards for fiction in 1976 and 1977 and the Hugo Award for Best Novel in 1978.  He married his current wife, science fiction editor and academic Elizabeth Anne Hull, PhD, in 1984.  He continues to write from his home in Palatine, Illinois.

From Wikipedia:
Frederik George Pohl Jr. was an American science-fiction writer, editor, and fan, with a career spanning more than 75 years—from his first published work, the 1937 poem ""Elegy to a Dead Satellite: Luna"", to the 2011 novel All the Lives He Led and articles and essays published in 2012.

From about 1959 until 1969, Pohl edited Galaxy and its sister magazine If; the latter won three successive annual Hugo Awards as the year's best professional magazine. His 1977 novel Gateway won four ""year's best novel"" awards: the Hugo voted by convention participants, the Locus voted by magazine subscribers, the Nebula voted by American science-fiction writers, and the juried academic John W. Campbell Memorial Award. He won the Campbell Memorial Award again for the 1984 collection of novellas Years of the City, one of two repeat winners during the first 40 years. For his 1979 novel Jem, Pohl won a U.S. National Book Award in the one-year category Science Fiction. It was a finalist for three other year's best novel awards. He won four Hugo and three Nebula Awards.

The Science Fiction Writers of America named Pohl its 12th recipient of the Damon Knight Memorial Grand Master Award in 1993 and he was inducted by the Science Fiction and Fantasy Hall of Fame in 1998, its third class of two dead and two living writers.

Pohl won the Hugo Award for Best Fan Writer in 2010, for his blog, ""The Way the Future Blogs"".",http://www.frederikpohl.com/,/type/link,frederikpohl.com,2008-04-01T03:28:50.625462,5540944.0,18.0,26 November 1919,110843895,Q312641,0000000109350742,2 September 2013,Frederik POHL,http://en.wikipedia.org/wiki/Frederik_Pohl,,"Palatine, Illinois",,,"Frederik Pohl, Jr.",
Hans C. Ohanian,Hans C. Ohanian,2014-06-28T02:38:49.741918,OL587866A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,,,,,,Hans Ohanian,,,,,,,
Farrington Daniels,Farrington Daniels,2020-09-30T13:32:22.658915,OL874365A,,5,,,,,2008-04-01T03:28:50.625462,,5.0,1889,69331399,Q1123489,0000000119782143,1972,,,,,,,,
Alexander Findlay,Alexander Findlay,2019-07-29T06:21:41.408591,OL119156A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,24 September 1874,111104183,Q15637302,0000000109353505,1966,A. Findlay,,,,,,,
Alexander Findlay,Alexander Findlay,2019-07-29T06:21:41.408591,OL119156A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,24 September 1874,111104183,Q15637302,0000000109353505,1966,"Findlay, Alexander",,,,,,,
Guido van Rossum,,2019-12-17T04:24:40.042025,OL7795130A,,1,,,,,2019-12-17T04:24:40.042025,,1.0,,,,,,,,,,,,,
Python Development Team,,2019-12-17T04:24:40.042025,OL7795131A,,1,,,,,2019-12-17T04:24:40.042025,,1.0,,,,,,,,,,,,,
Paul Fishbane,,2008-04-29 13:35:46.87638,OL2652734A,10000974.0,1,,,,,,,,,,,,,,,,,,,,
Steve Thornton,,2008-04-29 13:35:46.87638,OL2649898A,9993563.0,1,,,,,,,,,,,,,,,,,,,,
David Schiller,David Schiller,2008-09-07 02:03:25.513682,OL218986A,567595.0,2,,,,,,,,,,,,,,,,,,,,
Aristotle,Aristóteles.,2020-09-27T07:54:16.315214,OL6856645A,,13,,,,,2010-11-26T05:58:08.906255,7422845.0,13.0,384? BCE,7524651,Q868,0000000123748095,322? BCE,Ἀριστοτέλης,,,,,,,
Aristotle,Aristóteles.,2020-09-27T07:54:16.315214,OL6856645A,,13,,,,,2010-11-26T05:58:08.906255,7422845.0,13.0,384? BCE,7524651,Q868,0000000123748095,322? BCE,Aristoteles,,,,,,,
Aristotle,Aristóteles.,2020-09-27T07:54:16.315214,OL6856645A,,13,,,,,2010-11-26T05:58:08.906255,7422845.0,13.0,384? BCE,7524651,Q868,0000000123748095,322? BCE,Aristote,,,,,,,
Aristotle,Aristóteles.,2020-09-27T07:54:16.315214,OL6856645A,,13,,,,,2010-11-26T05:58:08.906255,7422845.0,13.0,384? BCE,7524651,Q868,0000000123748095,322? BCE,Aristotle,,,,,,,
Aristotle,Aristóteles.,2020-09-27T07:54:16.315214,OL6856645A,,13,,,,,2010-11-26T05:58:08.906255,7422845.0,13.0,384? BCE,7524651,Q868,0000000123748095,322? BCE,Aristóteles.,,,,,,,
Jerry D. Wilson,Jerry D. Wilson,2008-09-10 14:37:42.873543,OL19716A,51478.0,2,,,,,,,,,,,,,,,,,,,,
Craig Anderton,Craig Anderton,2008-09-02 22:39:21.94967,OL419256A,1152143.0,2,,,,,,,,,,,,,,,,,,,,
Dunning,,2008-04-29 13:35:46.87638,OL2659450A,10029014.0,1,,,,,,,,,,,,,,,,,,,,
Gerald F. Wheeler,Gerald F. Wheeler,2020-03-12T17:30:24.442975,OL1457496A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1941,,,,,Dr. Gerald F. Wheeler,,,,,,,
Larry Kirkpatrick,,2008-04-29 13:35:46.87638,OL2626877A,9910010.0,1,,,,,,,,,,,,,,,,,,,,
The Search Goes On,,2008-04-29 13:35:46.87638,OL2627365A,9910286.0,1,,,,,,,,,,,,,,,,,,,,
Werner Heisenberg,"Heisenberg, Werner",2020-09-27T08:01:55.660924,OL2628508A,,5,,,,,2008-04-29T13:35:46.876380,,5.0,5 Dec 1901,49241584,Q40904,0000000121318913,1 Feb 1976,,,,,,,,
Paul N. Reinsch,Paul N. Reinsch,2008-09-01 07:12:05.317915,OL1603092A,5549162.0,2,,,,,,,,,,,,,,,,,,,,
